Effective date ,Dow Jones Commodity Index Silver
12/18/2017,313.87
12/19/2017,312.86
12/20/2017,315.22
12/21/2017,314.53
12/22/2017,318.5
12/26/2017,321.6
12/27/2017,324.54
12/28/2017,327.77
12/29/2017,332.07
1/2/2018,333.26
1/3/2018,334.44
1/4/2018,334.48
1/5/2018,334.79
1/8/2018,332.06
1/9/2018,329.46
1/10/2018,329.94
1/11/2018,328.61
1/12/2018,332
1/16/2018,332.93
1/17/2018,332.48
1/18/2018,328.37
1/19/2018,329.96
1/22/2018,329.05
1/23/2018,327.58
1/24/2018,338.74
1/25/2018,341.18
1/26/2018,337.81
1/29/2018,331.73
1/30/2018,330.39
1/31/2018,333.93
2/1/2018,332.27
2/2/2018,323.63
2/5/2018,322.89
2/6/2018,321.13
2/7/2018,314.83
2/8/2018,317.15
2/9/2018,313.54
2/12/2018,322.19
2/13/2018,321.69
2/14/2018,328.47
2/15/2018,326.92
2/16/2018,325.31
2/20/2018,319.83
2/21/2018,323.03
2/22/2018,322.25
2/23/2018,320.53
2/26/2018,321.94
2/27/2018,318.3
2/28/2018,317.78
3/1/2018,315.24
3/2/2018,318.92
3/5/2018,317.88
3/6/2018,325.08
3/7/2018,319.47
3/8/2018,319.58
3/9/2018,321.67
3/12/2018,320.28
3/13/2018,322.04
3/14/2018,320.3
3/15/2018,318.07
3/16/2018,315.17
3/19/2018,316.19
3/20/2018,313.48
3/21/2018,318.01
3/22/2018,317.39
3/23/2018,321.17
3/26/2018,323.15
3/27/2018,320.38
3/28/2018,314.8
3/29/2018,315.09
4/2/2018,322.91
4/3/2018,317.49
4/4/2018,314.82
4/5/2018,316.77
4/6/2018,317.22
4/9/2018,320.73
4/10/2018,322.23
4/11/2018,325.8
4/12/2018,320.34
4/13/2018,323.9
4/16/2018,324.19
4/17/2018,326.26
4/18/2018,335.37
4/19/2018,335.17
4/20/2018,333.55
4/23/2018,322.64
4/24/2018,325.14
4/25/2018,321.07
4/26/2018,320.88
4/27/2018,319.52
4/30/2018,317.66
5/1/2018,312.36
5/2/2018,317.16
5/3/2018,318.56
5/4/2018,319.95
5/7/2018,319.48
5/8/2018,319.04
5/9/2018,320.34
5/10/2018,324.6
5/11/2018,324.46
5/14/2018,322.39
5/15/2018,315.11
5/16/2018,317.08
5/17/2018,319.21
5/18/2018,318.71
5/21/2018,319.97
5/22/2018,321.03
5/23/2018,317.74
5/24/2018,323.2
5/25/2018,320.47
5/29/2018,317.12
5/30/2018,320.43
5/31/2018,318.77
6/1/2018,318.44
6/4/2018,318.25
6/5/2018,320.41
6/6/2018,323.34
6/7/2018,325.98
6/8/2018,324.85
6/11/2018,329.25
6/12/2018,328.38
6/13/2018,330.64
6/14/2018,335.89
6/15/2018,320.69
6/18/2018,319.89
6/19/2018,317.57
6/20/2018,317.3
6/21/2018,317.72
6/22/2018,320.34
6/25/2018,317.78
6/26/2018,316.31
6/27/2018,314.49
6/28/2018,310.69
6/29/2018,313.73
7/2/2018,306.7
7/3/2018,310.73
7/5/2018,311.78
7/6/2018,311.23
7/9/2018,312.59
7/10/2018,311.58
7/11/2018,306.35
7/12/2018,309.45
7/13/2018,306.31
7/16/2018,306.26
7/17/2018,302.48
7/18/2018,301.65
7/19/2018,298.31
7/20/2018,301.16
7/23/2018,298.76
7/24/2018,300.6
7/25/2018,301.94
7/26/2018,300.12
7/27/2018,300.08
7/30/2018,300.93
7/31/2018,301.36
8/1/2018,299.28
8/2/2018,297.99
8/3/2018,299.48
8/6/2018,297.27
8/7/2018,298.14
8/8/2018,299.66
8/9/2018,300.63
8/10/2018,297.76
8/13/2018,292.06
8/14/2018,293.43
8/15/2018,281.79
8/16/2018,286.81
8/17/2018,285.2
8/20/2018,285.92
8/21/2018,287.82
8/22/2018,287.62
8/23/2018,283.59
8/24/2018,288.61
8/27/2018,289.99
8/28/2018,288.57
8/29/2018,286.85
8/30/2018,282.67
8/31/2018,281.95
9/4/2018,274.65
9/5/2018,275.42
9/6/2018,274.67
9/7/2018,274.45
9/10/2018,274.67
9/11/2018,274.12
9/12/2018,276.84
9/13/2018,275.89
9/14/2018,273.91
9/17/2018,275.48
9/18/2018,274.74
9/19/2018,276.58
9/20/2018,277.07
9/21/2018,278.11
9/24/2018,277.76
9/25/2018,280.71
9/26/2018,278.93
9/27/2018,276.78
9/28/2018,284.95
10/1/2018,280.98
10/2/2018,284.58
10/3/2018,284.14
10/4/2018,282.59
10/5/2018,283.73
10/8/2018,277.53
10/9/2018,278.91
10/10/2018,277.47
10/11/2018,282.9
10/12/2018,283.46
10/15/2018,285.24
10/16/2018,284.74
10/17/2018,284
10/18/2018,282.86
10/19/2018,283.75
10/22/2018,282.53
10/23/2018,286.52
10/24/2018,284.25
10/25/2018,283.36
10/26/2018,284.72
10/29/2018,279.72
10/30/2018,280.11
10/31/2018,276.62
11/1/2018,286.21
11/2/2018,285.8
11/5/2018,283.69
11/6/2018,280.84
11/7/2018,282.67
11/8/2018,280.31
11/9/2018,275.28
11/12/2018,273.28
11/13/2018,273.06
11/14/2018,275.09
11/15/2018,278.64
11/16/2018,281.02
11/19/2018,281.37
11/20/2018,278.69
11/21/2018,283.27
11/23/2018,278.27
11/26/2018,277.8
11/27/2018,275.44
11/28/2018,279.97
11/29/2018,278.95
11/30/2018,275.36
12/3/2018,280.83
12/4/2018,283.56
12/5/2018,282.43
12/6/2018,281.02
12/7/2018,284.64
12/10/2018,282.88
12/11/2018,283.32
12/12/2018,287.64
12/13/2018,287.72
12/14/2018,283.5
12/17/2018,285.86
12/18/2018,284.74
12/19/2018,287
12/20/2018,287.99
12/21/2018,284.76
12/24/2018,287.04
12/26/2018,292.91
12/27/2018,296.53
12/28/2018,298.97
12/31/2018,300.99
1/2/2019,303.1
1/3/2019,305.97
1/4/2019,305.75
1/7/2019,305.17
1/8/2019,304.34
1/9/2019,304.76
1/10/2019,302.98
1/11/2019,303.23
1/14/2019,303.82
1/15/2019,302.54
1/16/2019,302.89
1/17/2019,300.91
1/18/2019,298.26
1/22/2019,296.82
1/23/2019,297.89
1/24/2019,296.34
1/25/2019,304.07
1/28/2019,305.35
1/29/2019,306.78
1/30/2019,308.48
1/31/2019,311.29
2/1/2019,308.56
2/4/2019,307.69
2/5/2019,306.72
2/6/2019,304.11
2/7/2019,304.72
2/8/2019,306.96
2/11/2019,305.03
2/12/2019,305.41
2/13/2019,305.02
2/14/2019,302.58
2/15/2019,306.8
2/19/2019,311.2
2/20/2019,315.34
2/21/2019,308.08
2/22/2019,310.13
2/25/2019,308.5
2/26/2019,308.46
2/27/2019,305.37
2/28/2019,302.81
3/1/2019,295.49
3/4/2019,292.56
3/5/2019,292.56
3/6/2019,292.18
3/7/2019,291.3
3/8/2019,297.29
3/11/2019,295.84
3/12/2019,298.53
3/13/2019,299.36
3/14/2019,293.84
3/15/2019,296.8
3/18/2019,296.77
3/19/2019,297.73
3/20/2019,296.69
3/21/2019,298.99
3/22/2019,298.41
3/25/2019,301.51
3/26/2019,298.84
3/27/2019,296.3
3/28/2019,290.01
3/29/2019,292.66
4/1/2019,292.45
4/2/2019,291.71
4/3/2019,292.5
4/4/2019,292.16
4/5/2019,292.55
4/8/2019,295.43
4/9/2019,295.7
4/10/2019,296.68
4/11/2019,289.7
4/12/2019,291.56
4/15/2019,291.73
4/16/2019,290.49
4/17/2019,290.88
4/18/2019,291.26
4/22/2019,291.65
4/23/2019,287.91
4/24/2019,290.45
4/25/2019,289.75
4/26/2019,292.23
4/29/2019,289.23
4/30/2019,290.22
5/1/2019,285.28
5/2/2019,283.11
5/3/2019,290.1
5/6/2019,289.11
5/7/2019,289.1
5/8/2019,287.86
5/9/2019,286.13
5/10/2019,286.46
5/13/2019,286.21
5/14/2019,286.89
5/15/2019,286.89
5/16/2019,281.6
5/17/2019,278.68
5/20/2019,279.78
5/21/2019,279.1
5/22/2019,279.86
5/23/2019,283.03
5/24/2019,281.91
5/28/2019,277.36
5/29/2019,279.12
5/30/2019,280.67
5/31/2019,282.14
6/3/2019,285.49
6/4/2019,286.05
6/5/2019,286.48
6/6/2019,288.69
6/7/2019,291.42
6/10/2019,284.11
6/11/2019,286.36
6/12/2019,286.89
6/13/2019,289.83
6/14/2019,288.17
6/17/2019,288.63
6/18/2019,291.83
6/19/2019,291.15
6/20/2019,301.53
6/21/2019,297.7
6/24/2019,299.46
6/25/2019,297.95
6/26/2019,297.79
6/27/2019,296.22
6/28/2019,297.13
7/1/2019,294.27
7/2/2019,295.14
7/3/2019,297.04
7/5/2019,290.55
7/8/2019,291.5
7/9/2019,293.38
7/10/2019,294.91
7/11/2019,293.36
7/12/2019,295.1
7/15/2019,297.6
7/16/2019,303.66
7/17/2019,309.34
7/18/2019,313.73
7/19/2019,313.67
7/22/2019,317.86
7/23/2019,319.12
7/24/2019,322.02
7/25/2019,317.86
7/26/2019,317.59
7/29/2019,318.42
7/30/2019,320.71
7/31/2019,317.74
8/1/2019,313.38
8/2/2019,315.13
8/5/2019,317.51
8/6/2019,318.52
8/7/2019,333.58
8/8/2019,329.07
8/9/2019,329.53
8/12/2019,332.76
8/13/2019,331.69
8/14/2019,337.44
8/15/2019,336.1
8/16/2019,334.36
8/19/2019,330.74
8/20/2019,334.81
8/21/2019,334.88
8/22/2019,332.71
8/23/2019,340
8/26/2019,344.47
8/27/2019,354.41
8/28/2019,357.47
8/29/2019,354.89
8/30/2019,355.26
9/3/2019,372.59
9/4/2019,378.6
9/5/2019,364.26
9/6/2019,350.94
9/9/2019,351.87
9/10/2019,352.24
9/11/2019,351.93
9/12/2019,352.06
9/13/2019,340.29
9/16/2019,349.14
9/17/2019,351.35
9/18/2019,347.07
9/19/2019,346.39
9/20/2019,345.71
9/23/2019,362.41
9/24/2019,360.8
9/25/2019,350.05
9/26/2019,346.93
9/27/2019,341.89
9/30/2019,329.23
10/1/2019,335.12
10/2/2019,342.49
10/3/2019,342.36
10/4/2019,341.37
10/7/2019,339.72
10/8/2019,342.82
10/9/2019,344.95
10/10/2019,340.93
10/11/2019,339.8
10/14/2019,343.02
10/15/2019,336.7
10/16/2019,337.54
10/17/2019,341.12
10/18/2019,340.46
10/21/2019,340.93
10/22/2019,338.95
10/23/2019,340.5
10/24/2019,344.84
10/25/2019,347.2
10/28/2019,346.23
10/29/2019,345.36
10/30/2019,346.06
10/31/2019,349.93
11/1/2019,349.64
11/4/2019,349.91
11/5/2019,340.27
11/6/2019,340.85
11/7/2019,330.03
11/8/2019,326.97
11/11/2019,327.13
11/12/2019,325.52
11/13/2019,330.37
11/14/2019,332.6
11/15/2019,331.05
11/18/2019,332.04
11/19/2019,334.4
11/20/2019,334.32
11/21/2019,333.35
11/22/2019,332.11
11/25/2019,329.85
11/26/2019,332.91
11/27/2019,330.33
11/29/2019,331.32
12/2/2019,328.61
12/3/2019,334.07
12/4/2019,327.64
12/5/2019,330.41
12/6/2019,321.44
12/9/2019,322.33
12/10/2019,323.49
12/11/2019,326.34
12/12/2019,328.28
12/13/2019,329.5
12/16/2019,331.45
12/17/2019,330.66
12/18/2019,330.21
12/19/2019,332.25
12/20/2019,333.6
12/23/2019,338.93
12/24/2019,345.79
12/26/2019,348.44
12/27/2019,347.53
12/30/2019,348.65
12/31/2019,347.1
1/2/2020,349.53
1/3/2020,351.56
1/6/2020,352.1
1/7/2020,356.25
1/8/2020,351.87
1/9/2020,347.39
1/10/2020,350.67
1/13/2020,348.56
1/14/2020,343.64
1/15/2020,348.4
1/16/2020,347.45
1/17/2020,350.05
1/21/2020,344.92
1/22/2020,345.3
1/23/2020,345.32
1/24/2020,350.82
1/27/2020,349.72
1/28/2020,338.14
1/29/2020,338.7
1/30/2020,348.48
1/31/2020,348.87
2/3/2020,342.24
2/4/2020,340.13
2/5/2020,340.93
2/6/2020,345.11
2/7/2020,342.98
2/10/2020,345.11
2/11/2020,341.76
2/12/2020,340.15
2/13/2020,342.84
2/14/2020,345.05
2/18/2020,353.15
2/19/2020,356.29
2/20/2020,356.46
2/21/2020,360.51
2/24/2020,367.23
2/25/2020,353.83
2/26/2020,346.97
2/27/2020,343.5
2/28/2020,318.75
3/2/2020,324.21
3/3/2020,332.91
3/4/2020,334.03
3/5/2020,336.88
3/6/2020,334.36
3/9/2020,330.31
3/10/2020,328.39
3/11/2020,324.93
3/12/2020,309.99
3/13/2020,280.84
3/16/2020,248.23
3/17/2020,242.01
3/18/2020,228.01
3/19/2020,235.02
3/20/2020,239.88
3/23/2020,256.85
3/24/2020,276.14
3/25/2020,288.07
3/26/2020,284.25
3/27/2020,281.5
3/30/2020,273.72
3/31/2020,274.18
4/1/2020,270.85
4/2/2020,283.83
4/3/2020,280.73
4/6/2020,293.8
4/7/2020,300.03
4/8/2020,294.99
4/9/2020,313.12
4/13/2020,304.03
4/14/2020,316.5
4/15/2020,303.2
4/16/2020,305.37
4/17/2020,299.15
4/20/2020,305.06
4/21/2020,290.35
4/22/2020,300.27
4/23/2020,300.72
4/24/2020,299.15
4/27/2020,297.13
4/28/2020,296.88
4/29/2020,296.63
4/30/2020,290.01
5/1/2020,289.33
5/4/2020,286.58
5/5/2020,292.66
5/6/2020,290.82
5/7/2020,301.96
5/8/2020,305.6
5/11/2020,303.7
5/12/2020,304.26
5/13/2020,303.53
5/14/2020,312.92
5/15/2020,330.62
5/18/2020,338.33
5/19/2020,346.72
5/20/2020,349.23
5/21/2020,336.32
5/22/2020,342.69
5/26/2020,340.79
5/27/2020,343.93
5/28/2020,348
5/29/2020,358.3
6/1/2020,364.65
6/2/2020,353.67
6/3/2020,347.82
6/4/2020,349.82
6/5/2020,339.28
6/8/2020,348.15
6/9/2020,346.88
6/10/2020,347.43
6/11/2020,349.82
6/12/2020,341.7
6/15/2020,339.96
6/16/2020,344.72
6/17/2020,347.36
6/18/2020,342.24
6/19/2020,349.06
6/22/2020,350.07
6/23/2020,353.26
6/24/2020,344.97
6/25/2020,349.62
6/26/2020,351.89
6/29/2020,349.87
6/30/2020,360.97
7/1/2020,352.86
7/2/2020,354.87
7/6/2020,359.91
7/7/2020,362.17
7/8/2020,371.12
7/9/2020,367.27
7/10/2020,369.03
7/13/2020,383.27
7/14/2020,378.27
7/15/2020,382.74
7/16/2020,379.1
7/17/2020,382.8
7/20/2020,391.09
7/21/2020,417.53
7/22/2020,448.27
7/23/2020,445.25
7/24/2020,442.57
7/27/2020,474.55
7/28/2020,470.66
7/29/2020,471.06
7/30/2020,452.49
7/31/2020,469.03
8/3/2020,472.92
8/4/2020,504.13
8/5/2020,520.82
8/6/2020,550.07
8/7/2020,534.41
8/10/2020,568.46
8/11/2020,506.87
8/12/2020,506.28
8/13/2020,540.95
8/14/2020,508.58
8/17/2020,539.11
8/18/2020,547.03
8/19/2020,532.36
8/20/2020,528.78
8/21/2020,520.57
8/24/2020,518.46
8/25/2020,511.83
8/26/2020,534.65
8/27/2020,526.79
8/28/2020,538.25
8/31/2020,553.83
9/1/2020,554.81
9/2/2020,530.6
9/3/2020,520.53
9/4/2020,517.37
9/8/2020,522.78
9/9/2020,524.56
9/10/2020,528.59
9/11/2020,520.18
9/14/2020,529.83
9/15/2020,531.94
9/16/2020,532.17
9/17/2020,524.89
9/18/2020,525.45
9/21/2020,472.34
9/22/2020,474.98
9/23/2020,447.51
9/24/2020,449.27
9/25/2020,447.28
9/28/2020,457.18
9/29/2020,473.47
9/30/2020,455.05
10/1/2020,469.77
10/2/2020,465.41
10/5/2020,475.69
10/6/2020,463.32
10/7/2020,462.83
10/8/2020,462.44
10/9/2020,486.31
10/12/2020,489.46
10/13/2020,467.34
10/14/2020,472.5
10/15/2020,469.18
10/16/2020,472.69
10/19/2020,478.37
10/20/2020,483.83
10/21/2020,488.88
10/22/2020,478.58
10/23/2020,477.92
10/26/2020,472.98
10/27/2020,475.89
10/28/2020,452.43
10/29/2020,452.45
10/30/2020,457.99
11/2/2020,465.49
11/3/2020,471.32
11/4/2020,462.77
11/5/2020,487.91
11/6/2020,497.61
11/9/2020,460.12
11/10/2020,475.42
11/11/2020,472.17
11/12/2020,473.48
11/13/2020,482.41
11/16/2020,482.61
11/17/2020,479.68
11/18/2020,475.65
11/19/2020,468.02
11/20/2020,474.36
11/23/2020,460.14
11/24/2020,453.42
11/25/2020,454.12
11/27/2020,438.49
11/30/2020,437.59
12/1/2020,466.59
12/2/2020,466.4
12/3/2020,467.5
12/4/2020,469.75
12/7/2020,480.22
12/8/2020,479.1
12/9/2020,464.65
12/10/2020,466.67
12/11/2020,466.63
12/14/2020,465.76
12/15/2020,477.32
12/16/2020,485.22
12/17/2020,507.09
12/18/2020,504.22
12/21/2020,510.92
12/22/2020,494.58
12/23/2020,502.05
12/24/2020,501.8
12/28/2020,514.02
12/29/2020,507.79
12/30/2020,514.68
12/31/2020,511.56
1/4/2021,530
1/5/2021,535.35
1/6/2021,523.77
1/7/2021,528.01
1/8/2021,477.18
1/11/2021,489.72
1/12/2021,492.64
1/13/2021,495.29
1/14/2021,499.75
1/15/2021,481.62
1/19/2021,490.41
1/20/2021,499.05
1/21/2021,500.76
1/22/2021,494.98
1/25/2021,493.59
1/26/2021,494.63
1/27/2021,491.75
1/28/2021,502.07
1/29/2021,521.29
2/1/2021,569.79
2/2/2021,511.37
2/3/2021,520.8
2/4/2021,508.12
2/5/2021,523.47
2/8/2021,534.31
2/9/2021,531.17
2/10/2021,525.11
2/11/2021,524.71
2/12/2021,530.08
2/16/2021,530.08
2/17/2021,529.87
2/18/2021,525.24
2/19/2021,528.63
2/22/2021,544.86
2/23/2021,537.32
2/24/2021,540.93
2/25/2021,536.22
2/26/2021,512.11
3/1/2021,516.72
3/2/2021,520.61
3/3/2021,511.08
3/4/2021,493.14
3/5/2021,489.77
3/8/2021,489.42
3/9/2021,507.13
3/10/2021,506.1
3/11/2021,507.32
3/12/2021,501.86
3/15/2021,509.16
3/16/2021,503.64
3/17/2021,504.71
3/18/2021,510.38
3/19/2021,509.8
3/22/2021,499.11
3/23/2021,488.61
3/24/2021,488.69
3/25/2021,485.12
3/26/2021,486.42
3/29/2021,479.78
3/30/2021,467.5
3/31/2021,475.15
4/1/2021,483.21
4/5/2021,479.95
4/6/2021,488.61
4/7/2021,489
4/8/2021,495.67
4/9/2021,490.77
4/12/2021,482.03
4/13/2021,493.02
4/14/2021,495.04
4/15/2021,503.54
4/16/2021,506.29
4/19/2021,501.12
4/20/2021,501.16
4/21/2021,515.32
4/22/2021,507.82
4/23/2021,505.79
4/26/2021,508.37
4/27/2021,512.3
4/28/2021,505.87
4/29/2021,505.23
4/30/2021,501.12
5/3/2021,522.18
5/4/2021,514.39
5/5/2021,513.69
5/6/2021,532.19
5/7/2021,532.19
5/10/2021,532.48
5/11/2021,535.87
5/12/2021,527.68
5/13/2021,524.09
5/14/2021,530.02
5/17/2021,547.63
5/18/2021,548.77
5/19/2021,542.8
5/20/2021,543.62
5/21/2021,532.36
5/24/2021,540.48
5/25/2021,543.4
5/26/2021,539.94
5/27/2021,541.16
5/28/2021,542.59
6/1/2021,544.3
6/2/2021,546.27
6/3/2021,532.19
6/4/2021,540.31
6/7/2021,542.79
6/8/2021,537.35
6/9/2021,542.71
6/10/2021,543.4
6/11/2021,545.81
6/14/2021,543.75
6/15/2021,537.09
6/16/2021,539.38
6/17/2021,501.49
6/18/2021,503.76
6/21/2021,504.84
6/22/2021,501.61
6/23/2021,506.53
6/24/2021,505.31
6/25/2021,506.02
6/28/2021,508.5
6/29/2021,501.67
6/30/2021,507.34
7/1/2021,505.52
7/2/2021,513.29
7/6/2021,506.95
7/7/2021,506.08
7/8/2021,503.33
7/9/2021,508.12
7/12/2021,508.21
7/13/2021,506.29
7/14/2021,508.83
7/15/2021,511.21
7/16/2021,499.61
7/19/2021,487
7/20/2021,484.12
7/21/2021,489.15
7/22/2021,491.59
7/23/2021,488.73
7/26/2021,490.37
7/27/2021,477.42
7/28/2021,481.83
7/29/2021,499.36
7/30/2021,494.81
8/2/2021,495.35
8/3/2021,495.49
8/4/2021,493.14
8/5/2021,489.87
8/6/2021,471.36
8/9/2021,451.07
8/10/2021,453.65
8/11/2021,455.72
8/12/2021,448.75
8/13/2021,461.59
8/16/2021,461.73
8/17/2021,459.17
8/18/2021,454.58
8/19/2021,450.88
8/20/2021,448.58
8/23/2021,459.09
8/24/2021,463.63
8/25/2021,461.4
8/26/2021,457.02
8/27/2021,466.98
8/30/2021,464.96
8/31/2021,464.96
9/1/2021,469.13
9/2/2021,463.26
9/3/2021,480.38
9/7/2021,472.07
9/8/2021,465.93
9/9/2021,468.27
9/10/2021,462.91
9/13/2021,460.89
9/14/2021,462.62
9/15/2021,460.99
9/16/2021,441.49
9/17/2021,432.64
9/20/2021,430.06
9/21/2021,437.94
9/22/2021,443.68
9/23/2021,439.26
9/24/2021,434.34
9/27/2021,439.55
9/28/2021,435.15
9/29/2021,416.13
9/30/2021,427.02
10/1/2021,436.49
10/4/2021,438.58
10/5/2021,437.88
10/6/2021,436.41
10/7/2021,438.85
10/8/2021,439.76
10/11/2021,438.99
10/12/2021,436.06
10/13/2021,448.77
10/14/2021,454.72
10/15/2021,452.24
10/18/2021,450.59
10/19/2021,462.58
10/20/2021,473.47
10/21/2021,468.14
10/22/2021,473.54
10/25/2021,476.31
10/26/2021,466.55
10/27/2021,468.55
10/28/2021,467.17
10/29/2021,463.86
11/1/2021,466.26
11/2/2021,455.3
11/3/2021,449.95
11/4/2021,463.12
11/5/2021,468.08
11/8/2021,475.74
11/9/2021,471.6
11/10/2021,480.59
11/11/2021,491.07
11/12/2021,491.92
11/15/2021,487.31
11/16/2021,484.2
11/17/2021,488.53
11/18/2021,483.44
11/19/2021,481.19
11/22/2021,471.86
11/23/2021,455.01
11/24/2021,455.86
11/26/2021,448.09
11/29/2021,442.61
11/30/2021,441.89
12/1/2021,432.67
12/2/2021,432.23
12/3/2021,435.43
12/6/2021,431.2
12/7/2021,436.24
12/8/2021,434.48
12/9/2021,426.36
12/10/2021,429.89
12/13/2021,432.46
12/14/2021,424.64
12/15/2021,417.3
12/16/2021,435.5
12/17/2021,436.43
12/20/2021,431.75
12/21/2021,436.35
12/22/2021,441.97
12/23/2021,444.32
12/27/2021,445.26
12/28/2021,447.82
12/29/2021,442.73
12/30/2021,446.64
12/31/2021,452.3
1/3/2022,441.8
1/4/2022,446.56
1/5/2022,448.77
1/6/2022,429.79
1/7/2022,434.03
1/10/2022,435.06
1/11/2022,441.84
1/12/2022,449.49
1/13/2022,448.62
1/14/2022,443.89
1/18/2022,455.01
1/19/2022,469.32
1/20/2022,478.71
1/21/2022,471.04
1/24/2022,460.97
1/25/2022,462.83
1/26/2022,461.11
1/27/2022,439.2
1/28/2022,431.94
1/31/2022,433.72
2/1/2022,437.63
2/2/2022,439.8
2/3/2022,433.37
2/4/2022,435.31
2/7/2022,447.12
2/8/2022,449.68
2/9/2022,452.61
2/10/2022,456.32
2/11/2022,453.61
2/14/2022,462.85
2/15/2022,453.03
2/16/2022,458.14
2/17/2022,463.34
2/18/2022,465.58
2/22/2022,471.74
2/23/2022,476.43
2/24/2022,478.6
2/25/2022,465.18
2/28/2022,471.93
3/1/2022,494.69
3/2/2022,487.89
3/3/2022,488.32
3/4/2022,499.5
3/7/2022,498.16
3/8/2022,520.92
3/9/2022,500.02
3/10/2022,508.54
3/11/2022,506.68
3/14/2022,489.99
3/15/2022,487.27
3/16/2022,478.6
3/17/2022,496.15
3/18/2022,485.9
3/21/2022,490.28
3/22/2022,482.36
3/23/2022,487.88
3/24/2022,502.03
3/25/2022,496.13
3/28/2022,488.01
3/29/2022,479.1
3/30/2022,486.4
3/31/2022,486.79
4/1/2022,477.51
4/4/2022,476.27
4/5/2022,475.19
4/6/2022,473.72
4/7/2022,479.41
4/8/2022,481.44
4/11/2022,484.83
4/12/2022,499.64
4/13/2022,505.77
4/14/2022,499.42
4/18/2022,508.15
4/19/2022,493.47
4/20/2022,491.09
4/21/2022,478.44
4/22/2022,471.01
4/25/2022,459.62
4/26/2022,456.9
4/27/2022,455.26
4/28/2022,448.98
4/29/2022,447.12
5/2/2022,437.42
5/3/2022,438.99
5/4/2022,433.9
5/5/2022,434.69
5/6/2022,433.22
5/9/2022,422.62
5/10/2022,414.95
5/11/2022,417.88
5/12/2022,402.34
5/13/2022,406.76
5/16/2022,417.41
5/17/2022,421.27
5/18/2022,417.28
5/19/2022,424.33
5/20/2022,419.79
5/23/2022,420.74
5/24/2022,427.33
5/25/2022,423.59
5/26/2022,425.43
5/27/2022,427.97
5/31/2022,420.07
6/1/2022,424.46
6/2/2022,431.44
6/3/2022,424.33
6/6/2022,427.89
6/7/2022,429.93
6/8/2022,428.67
6/9/2022,423.65
6/10/2022,426.21
6/13/2022,413.48
6/14/2022,407.55
6/15/2022,416.46
6/16/2022,425.62
6/17/2022,419.93
6/21/2022,423.22
6/22/2022,416.37
6/23/2022,408.5
6/24/2022,409.82
6/27/2022,410.36
6/28/2022,404.26
6/29/2022,401.67
6/30/2022,394.19
7/1/2022,380.92
7/5/2022,370.35
7/6/2022,371.08
7/7/2022,371.64
7/8/2022,372.57
7/11/2022,370.56
7/12/2022,367.19
7/13/2022,371.76
7/14/2022,352.99
7/15/2022,360.14
7/18/2022,364.9
7/19/2022,362.44
7/20/2022,361.57
7/21/2022,362.56
7/22/2022,360.58
7/25/2022,354.99
7/26/2022,359
7/27/2022,360.26
7/28/2022,384.82
7/29/2022,391.19
8/1/2022,394.38
8/2/2022,390.06
8/3/2022,385.32
8/4/2022,389.73
8/5/2022,384.9
8/8/2022,400.43
8/9/2022,398.44
8/10/2022,404.02
8/11/2022,397.04
8/12/2022,403.74
8/15/2022,395.35
8/16/2022,391.32
8/17/2022,384.37
8/18/2022,379.02
8/19/2022,371.41
8/22/2022,367.62
8/23/2022,370.35
8/24/2022,367.5
8/25/2022,371.12
8/26/2022,364.61
8/29/2022,361.61
8/30/2022,354.19
8/31/2022,346.35
9/1/2022,342.17
9/2/2022,346.33
9/6/2022,346.85
9/7/2022,353.67
9/8/2022,357.2
9/9/2022,363.49
9/12/2022,384.66
9/13/2022,377.51
9/14/2022,379.02
9/15/2022,373.21
9/16/2022,375.38
9/19/2022,374.94
9/20/2022,371.55
9/21/2022,377.3
9/22/2022,379.95
9/23/2022,366.26
9/26/2022,357.93
9/27/2022,355.16
9/28/2022,365.68
9/29/2022,362.42
9/30/2022,368.76
10/3/2022,398.78
10/4/2022,408.66
10/5/2022,397.91
10/6/2022,400.15
10/7/2022,392.31
10/10/2022,379.91
10/11/2022,377.44
10/12/2022,366.8
10/13/2022,366.41
10/14/2022,350.01
10/17/2022,362.56
10/18/2022,360.26
10/19/2022,355.59
10/20/2022,361.98
10/21/2022,369.28
10/24/2022,371.66
10/25/2022,374.76
10/26/2022,377.42
10/27/2022,377.57
10/28/2022,370.85
10/31/2022,370.31
11/1/2022,380.92
11/2/2022,379.51
11/3/2022,376.33
11/4/2022,402.56
11/7/2022,405.76
11/8/2022,417.66
11/9/2022,414.83
11/10/2022,422.68
11/11/2022,422.66
11/14/2022,431.28
11/15/2022,420.18
11/16/2022,420.8
11/17/2022,409.92
11/18/2022,410.54
11/21/2022,407.94
11/22/2022,411.18
11/23/2022,416.93
11/25/2022,418.54
11/28/2022,409.16
11/29/2022,415.18
11/30/2022,421.87
12/1/2022,442.4
12/2/2022,450.32
